id,name,genre,artists,album,duration_ms,popularity,artist_count,album_freq,duration_min,genre_popularity,explicit_encoded,main_artist_encoded
2hiMcQkBhr3FRhrp3cgbCa,Jazz Suite No. 2: VIII. Finale,jazz,"Dmitri Shostakovich, Royal Concertgebouw Orchestra, Riccardo Chailly",Concert in Moscow,143640,7.0,2.0597087649104053,-0.42909228568317015,-0.7346499233018629,31.5,0,0.0004761904761904762
1vlW9HfSLdhoL6sVfO8Anz,Jazz,jazz,Sm Noop,Jazz,117603,11.0,-0.435947590303664,0.7029351011694145,-1.094497822171724,31.5,1,0.00015873015873015873
32rOcuTIZZTNWdsrUWGCJ6,Jazz 104,jazz,Max Graef,Rivers Of The Red Planet,67943,45.0,-0.435947590303664,-0.42909228568317015,-1.780830604668836,31.5,0,0.00015873015873015873
6jnLsjqqgQGZGHUenUyTsB,Jazz,jazz,David Crowe,Dry Bar Comedy Presents: White Bread,290456,10.0,-0.435947590303664,-0.42909228568317015,1.2944405679405047,31.5,0,0.00015873015873015873
3kNh4133CYht6pLAolph8B,Jazzy Interlude,jazz,Billy Munn,Roads to War (1933-1945) Part 1,174440,42.0,-0.435947590303664,-0.42909228568317015,-0.3089743352851282,31.5,0,0.00015873015873015873
6Z1TYllQ31HlIGhxX7zI6k,Jazz,jazz,"Moses Wilde., Empty Advice, Tesk",Jazz,171836,13.0,2.0597087649104053,0.7029351011694145,-0.3449632713629068,31.5,0,0.00015873015873015873
1grGYyIWIJ44ApvRXWCvdN,Jazz Junction,jazz,James Earle Trio,Jazz Junction,156299,45.0,-0.435947590303664,-0.42909228568317015,-0.5596944924997902,31.5,0,0.00031746031746031746
30oD3N6nmIDb0OZJ1A4dQy,Jazz,jazz,"Mac Kay, Guest Julka",Jazz EP,170666,18.0,0.8118805873033708,-0.42909228568317015,-0.36113341545315275,31.5,1,0.00015873015873015873
5XVjj6hJTWgYiDx72Wo5QS,Jazz Bar,jazz,Dreamcatcher,1st Album [Dystopia : The Tree of Language],214586,44.0,-0.435947590303664,-0.42909228568317015,0.24586891654993115,31.5,0,0.00031746031746031746
5u8g9bBja2IESAqDu03x6W,Jazz,jazz,trompette,Trompette: Jazz,222423,17.0,-0.435947590303664,-0.42909228568317015,0.3541812406826311,31.5,0,0.00015873015873015873
5IAnYEubDYn72p8Lhoa3m4,Jazz Noir Nightscape,jazz,James Earle Trio,Jazz Noir Nightscape,176508,43.0,-0.435947590303664,-0.42909228568317015,-0.2803932600897187,31.5,0,0.00031746031746031746
7fAhwIX8dBLJF2AaPE2Gu6,Jazz,jazz,K.A.A.N.,Abstract Art,176616,10.0,-0.435947590303664,-0.42909228568317015,-0.27890063140446536,31.5,1,0.00015873015873015873
2CzYHourfYD0fQBaBHgCNS,Jazzy Night,jazz,Miki Matsubara,Who Are You?,231760,44.0,-0.435947590303664,-0.05174982339897525,0.48322451877718464,31.5,0,0.0004761904761904762
4fdftRy6Gon68yCvJzOtYo,Jazz,jazz,Caramelos De Cianuro,8,162969,19.0,-0.435947590303664,-0.42909228568317015,-0.4675108505494129,31.5,0,0.00015873015873015873
4piWGWlGPmzxSmFj3gbdZB,Jazzy Afternoon,jazz,LoFi Waiter,A Night in Tokyo,96046,47.0,-0.435947590303664,-0.42909228568317015,-1.3924292718755147,31.5,0,0.00015873015873015873
0cgzQXqmotFaCD2ogCD7yi,Jazz,jazz,Timothy Sutton,Friend,168593,15.0,-0.435947590303664,-0.42909228568317015,-0.3897835938284348,31.5,0,0.00015873015873015873
2vLY1XY3CldlvrDnEN1Xj6,jazzyfav.,jazz,"yeyts., igory",ouldies,72000,43.0,0.8118805873033708,-0.42909228568317015,-1.7247602845200085,31.5,0,0.00015873015873015873
5eJCX9dXG42lXEdeSGX6er,jazz,jazz,EBK TEEJ,Buy & Sell,134505,7.0,-0.435947590303664,-0.42909228568317015,-0.8609014329295535,31.5,1,0.00015873015873015873
4vmgjFtU3elyx0cfcdJzrR,Jazzy Feelings,jazz,Shane Fierce,Jazzy Feelings,140329,36.0,-0.435947590303664,-0.42909228568317015,-0.7804100490136618,31.5,0,0.00015873015873015873
64OJBvUoBussjz3u8hNg2m,Jazz,jazz,Louie Zong,Apples,131538,8.0,-0.435947590303664,-0.42909228568317015,-0.9019072598661008,31.5,0,0.00015873015873015873
7kRqlEazb5fBfmgr7dKRwf,Jazz Bar Classics Are Coming Home Tonight,jazz,C.O.D.J,Chill Out Dinner Jazz,103061,46.0,-0.435947590303664,-0.42909228568317015,-1.2954775105139111,31.5,0,0.00015873015873015873
15Csfc8bkcJRCT04OErRkP,Jazz,jazz,Paul F. Tompkins,Impersonal,211533,6.0,-0.435947590303664,-0.42909228568317015,0.20367451491957117,31.5,0,0.00015873015873015873
3GNwjECqpIScLWslazEJ4c,Jazzie Robinson,jazz,Mellow Fellow,Jazzie Robinson,69172,39.0,-0.435947590303664,-0.42909228568317015,-1.7638450430560904,31.5,0,0.00015873015873015873
4JsFiWQgbHAERpa7k6Plsc,Jazz,jazz,"Roni Size, Reprazent",New Forms (20th Anniversary Edition),363400,10.0,0.8118805873033708,-0.42909228568317015,2.3025730384694887,31.5,0,0.00015873015873015873
3LOi1V051Obp9hHRgAC0JU,Jazz Suite No. 2: VI. Waltz II,jazz,"Dmitri Shostakovich, Royal Concertgebouw Orchestra, Riccardo Chailly",Shostakovich: The Jazz Album,225760,47.0,2.0597087649104053,-0.42909228568317015,0.4003007029297687,31.5,0,0.0004761904761904762
